Time (sec),Mach Number,Altitude (m),Altitude (ft)
6.13,0.7359235603,940.4939542,3085.610086
6.14,0.7372225224,942.7836378,3093.122171
6.15,0.7385215535,945.0733213,3100.634256
6.16,0.7398206537,947.3630049,3108.146341
6.17,0.7411198229,949.6526884,3115.658427
6.18,0.7424190613,951.942372,3123.170512
6.19,0.7437183687,954.2320556,3130.682597
6.2,0.7450177453,956.5217391,3138.194682
6.21,0.7463171909,958.8114227,3145.706767
6.22,0.7476167057,961.1011063,3153.218853
6.23,0.7489162897,963.3907898,3160.730938
6.24,0.7502159427,965.6804734,3168.243023
6.25,0.7515156649,967.9701569,3175.755108
6.26,0.7528154563,970.2598405,3183.267193
6.27,0.7541153168,972.5495241,3190.779278
6.28,0.7554152465,974.8392076,3198.291364
6.29,0.7567152453,977.1288912,3205.803449
6.3,0.7580153134,979.4185747,3213.315534
6.31,0.7593154507,981.7082583,3220.827619
6.32,0.7606156571,983.9979419,3228.339704
6.33,0.7619159328,986.2876254,3235.851789
6.34,0.7632162777,988.577309,3243.363875
6.35,0.7645166918,990.8669925,3250.87596
6.36,0.7658171752,993.1566761,3258.388045
6.37,0.7671177278,995.4463597,3265.90013
6.38,0.7684183496,997.7360432,3273.412215
6.39,0.7697190407,1000.025727,3280.9243
6.4,0.7710198011,1002.31541,3288.436386
6.41,0.772326977,1005.317106,3298.28447
6.42,0.773639434,1008.900037,3310.039492
6.43,0.774952001,1012.482968,3321.794514
6.44,0.7762646779,1016.065899,3333.549536
6.45,0.7775774646,1019.648829,3345.304559
6.46,0.7788903613,1023.23176,3357.059581
6.47,0.780203368,1026.814691,3368.814603
6.48,0.7815164847,1030.397622,3380.569625
6.49,0.7828297113,1033.980552,3392.324647
6.5,0.784143048,1037.563483,3404.079669
6.51,0.7854564946,1041.146414,3415.834692
6.52,0.7867700514,1044.729345,3427.589714
6.53,0.7880837182,1048.312275,3439.344736
6.54,0.7893974952,1051.895206,3451.099758
6.55,0.7907113822,1055.478137,3462.85478
6.56,0.7920253794,1059.061068,3474.609802
6.57,0.7933394868,1062.643999,3486.364825
6.58,0.7946565143,1066.226929,3498.119847
6.59,0.7959975385,1069.80986,3509.874869
6.6,0.7973386751,1073.392791,3521.629891
6.61,0.7986799241,1076.975722,3533.384913
6.62,0.8000212856,1080.558652,3545.139935
6.63,0.8013627596,1084.141583,3556.894958
6.64,0.8027043461,1087.724514,3568.64998
6.65,0.8040460452,1091.307445,3580.405002
6.66,0.8053878568,1094.890375,3592.160024
6.67,0.806729781,1098.473306,3603.915046
6.68,0.8080718178,1102.056237,3615.670068
6.69,0.8094139673,1105.639168,3627.425091
6.7,0.8107562294,1109.222098,3639.180113
6.71,0.8120986041,1112.805029,3650.935135
6.72,0.8134410915,1116.38796,3662.690157
6.73,0.8147836917,1119.970891,3674.445179
6.74,0.8161264046,1123.553821,3686.200201
6.75,0.8174692302,1127.136752,3697.955224
6.76,0.8188121686,1130.719683,3709.710246
6.77,0.8201552198,1134.302614,3721.465268
6.78,0.8214983838,1137.885544,3733.22029
6.79,0.8228416606,1141.468475,3744.975312
6.8,0.8241850503,1145.051406,3756.730334
6.81,0.8255285529,1148.634337,3768.485357
6.82,0.8268721684,1152.217267,3780.240379
6.83,0.8282158968,1155.800198,3791.995401
6.84,0.8295597381,1159.383129,3803.750423
6.85,0.8309036924,1162.96606,3815.505445
6.86,0.8322477597,1166.54899,3827.260467
6.87,0.83359194,1170.131921,3839.01549
6.88,0.8349362333,1173.714852,3850.770512
6.89,0.8362806397,1177.297783,3862.525534
6.9,0.8376251591,1180.880713,3874.280556
6.91,0.8389697917,1184.463644,3886.035578
6.92,0.8403145373,1188.046575,3897.7906
6.93,0.8416593961,1191.629506,3909.545623
6.94,0.843004368,1195.212437,3921.300645
6.95,0.8443494531,1198.795367,3933.055667
6.96,0.8456946514,1202.378298,3944.810689
6.97,0.8470399629,1205.961229,3956.565711
6.98,0.8483853877,1209.54416,3968.320733
6.99,0.8497309257,1213.12709,3980.075756
7,0.851076577,1216.710021,3991.830778
7.01,0.8524223415,1220.292952,4003.5858
7.02,0.8537682195,1223.875883,4015.340822
7.03,0.8551142107,1227.458813,4027.095844
7.04,0.8564603154,1231.041744,4038.850866
7.05,0.8578065334,1234.624675,4050.605889
7.06,0.8591528648,1238.207606,4062.360911
7.07,0.8604993097,1241.790536,4074.115933
7.08,0.861845868,1245.373467,4085.870955
7.09,0.8631925397,1248.956398,4097.625977
7.1,0.864539325,1252.539329,4109.380999
7.11,0.8658862238,1256.122259,4121.136022
7.12,0.8672332361,1259.70519,4132.891044
7.13,0.868580362,1263.288121,4144.646066
7.14,0.8699276015,1266.871052,4156.401088
7.15,0.8712749546,1270.453982,4168.15611
7.16,0.8726224212,1274.036913,4179.911132
7.17,0.8739700016,1277.619844,4191.666155
7.18,0.8753176956,1281.202775,4203.421177
7.19,0.8766655033,1284.785705,4215.176199
7.2,0.8780134247,1288.368636,4226.931221
7.21,0.8793614598,1291.951567,4238.686243
7.22,0.8807096086,1295.534498,4250.441265
7.23,0.8820578713,1299.117428,4262.196288
7.24,0.8834062477,1302.700359,4273.95131
7.25,0.884754738,1306.28329,4285.706332
7.26,0.8861033421,1309.866221,4297.461354
7.27,0.88745206,1313.449151,4309.216376
7.28,0.8888008918,1317.032082,4320.971398
7.29,0.8901498376,1320.615013,4332.726421
7.3,0.8914988972,1324.197944,4344.481443
7.31,0.8928480708,1327.780875,4356.236465
7.32,0.8941973584,1331.363805,4367.991487
7.33,0.8955467599,1334.946736,4379.746509
7.34,0.8968962755,1338.529667,4391.501531
7.35,0.898245905,1342.112598,4403.256554
7.36,0.8995956487,1345.695528,4415.011576
7.37,0.9009455064,1349.278459,4426.766598
7.38,0.9022954782,1352.86139,4438.52162
7.39,0.9036455641,1356.444321,4450.276642
7.4,0.9049957641,1360.027251,4462.031664
7.41,0.9063460783,1363.610182,4473.786687
7.42,0.9076965067,1367.193113,4485.541709
7.43,0.9090470493,1370.776044,4497.296731
7.44,0.9103977061,1374.358974,4509.051753
7.45,0.9117484772,1377.941905,4520.806775
7.46,0.9130993625,1381.524836,4532.561797
7.47,0.9144503621,1385.107767,4544.31682
7.48,0.915801476,1388.690697,4556.071842
7.49,0.9171527043,1392.273628,4567.826864
7.5,0.9185040469,1395.856559,4579.581886
7.51,0.9198555039,1399.43949,4591.336908
7.52,0.9212070752,1403.02242,4603.09193
7.53,0.922558761,1406.605351,4614.846953
7.54,0.9239105613,1410.188282,4626.601975
7.55,0.9252624759,1413.771213,4638.356997
7.56,0.9266145051,1417.354143,4650.112019
7.57,0.9279666488,1420.937074,4661.867041
7.58,0.929318907,1424.520005,4673.622063
7.59,0.9306712797,1428.102936,4685.377086
7.6,0.932023767,1431.685866,4697.132108
7.61,0.9333763689,1435.268797,4708.88713
7.62,0.9347290854,1438.851728,4720.642152
7.63,0.9360819166,1442.434659,4732.397174
7.64,0.9374348624,1446.017589,4744.152197
7.65,0.9387879229,1449.60052,4755.907219
7.66,0.940141098,1453.183451,4767.662241
7.67,0.9414293601,1456.766382,4779.417263
7.68,0.9426956048,1460.349313,4791.172285
7.69,0.943961957,1463.932243,4802.927307
7.7,0.9452284167,1467.515174,4814.68233
7.71,0.9464949839,1471.098105,4826.437352
7.72,0.9477616586,1474.681036,4838.192374
7.73,0.949028441,1478.263966,4849.947396
7.74,0.9502953309,1481.846897,4861.702418
7.75,0.9515623284,1485.429828,4873.45744
7.76,0.9528294335,1489.012759,4885.212463
7.77,0.9540966462,1492.595689,4896.967485
7.78,0.9553639666,1496.17862,4908.722507
7.79,0.9566313947,1499.761551,4920.477529
7.8,0.9578989305,1503.344482,4932.232551
7.81,0.9591665741,1506.927412,4943.987573
7.82,0.9604343253,1510.510343,4955.742596
7.83,0.9617021844,1514.093274,4967.497618
7.84,0.9629701512,1517.676205,4979.25264
7.85,0.9642382258,1521.259135,4991.007662
7.86,0.9655064082,1524.842066,5002.762684
7.87,0.9667746985,1528.424997,5014.517706
7.88,0.9680430967,1532.007928,5026.272729
7.89,0.9693116027,1535.590858,5038.027751
7.9,0.9705802166,1539.173789,5049.782773
7.91,0.9718489385,1542.75672,5061.537795
7.92,0.9731177683,1546.339651,5073.292817
7.93,0.9743867061,1549.922581,5085.047839
7.94,0.9756557519,1553.505512,5096.802862
7.95,0.9769249057,1557.088443,5108.557884
7.96,0.9781941675,1560.671374,5120.312906
7.97,0.9794635373,1564.254304,5132.067928
7.98,0.9807330152,1567.837235,5143.82295
7.99,0.9820026013,1571.420166,5155.577972
8,0.9832722954,1575.003097,5167.332995
8.01,0.9845420976,1578.586027,5179.088017
8.02,0.985812008,1582.168958,5190.843039
8.03,0.9870820266,1585.751889,5202.598061
8.04,0.9883521534,1589.33482,5214.353083
8.05,0.9896223884,1592.917751,5226.108105
8.06,0.9908927316,1596.500681,5237.863128
8.07,0.9921631831,1600.083612,5249.61815
8.08,0.9934337428,1603.666543,5261.373172
8.09,0.9947044109,1607.249474,5273.128194
8.1,0.9959751872,1610.832404,5284.883216
8.11,0.9972460719,1614.415335,5296.638238
8.12,0.998517065,1617.998266,5308.393261
8.13,0.9997881664,1621.581197,5320.148283
8.14,1.001059376,1625.164127,5331.903305
8.15,1.002330694,1628.747058,5343.658327
8.16,1.003602121,1632.329989,5355.413349
8.17,1.004873656,1635.91292,5367.168371
8.18,1.0061453,1639.49585,5378.923394
8.19,1.007417052,1643.078781,5390.678416
8.2,1.008688913,1646.661712,5402.433438
8.21,1.009960882,1650.244643,5414.18846
8.22,1.01123296,1653.827573,5425.943482
8.23,1.012505146,1657.410504,5437.698504
8.24,1.013777441,1660.993435,5449.453527
8.25,1.015049845,1664.576366,5461.208549
8.26,1.016322357,1668.159296,5472.963571
8.27,1.017594978,1671.742227,5484.718593
8.28,1.018867707,1675.325158,5496.473615
8.29,1.020140545,1678.908089,5508.228637
8.3,1.021413492,1682.491019,5519.98366
8.31,1.022686548,1686.07395,5531.738682
8.32,1.023959713,1689.656881,5543.493704
8.33,1.025232986,1693.239812,5555.248726
8.34,1.026506368,1696.822742,5567.003748
8.35,1.027779859,1700.405673,5578.75877
8.36,1.029053459,1703.988604,5590.513793
8.37,1.030327168,1707.571535,5602.268815
8.38,1.031600985,1711.154466,5614.023837
8.39,1.032874912,1714.737396,5625.778859
8.4,1.034148947,1718.320327,5637.533881
8.41,1.035423091,1721.903258,5649.288903
8.42,1.036697345,1725.486189,5661.043926
8.43,1.037972569,1729.139868,5673.031063
8.44,1.039249886,1732.956007,5685.551205
8.45,1.04052732,1736.772146,5698.071347
8.46,1.04180487,1740.588286,5710.591489
8.47,1.043082537,1744.404425,5723.111631
8.48,1.044360321,1748.220564,5735.631773
8.49,1.045638221,1752.036704,5748.151915
8.5,1.046916237,1755.852843,5760.672056
8.51,1.048194371,1759.668982,5773.192198
8.52,1.049472621,1763.485121,5785.71234
8.53,1.050750988,1767.301261,5798.232482
8.54,1.052029471,1771.1174,5810.752624
8.55,1.053308071,1774.933539,5823.272766
8.56,1.054586788,1778.749678,5835.792908
8.57,1.055865622,1782.565818,5848.31305
8.58,1.057144573,1786.381957,5860.833192
8.59,1.058423641,1790.198096,5873.353334
8.6,1.059702825,1794.014235,5885.873476
8.61,1.060982126,1797.830375,5898.393618
8.62,1.062261544,1801.646514,5910.91376
8.63,1.06354108,1805.462653,5923.433902
8.64,1.064820732,1809.278793,5935.954044
8.65,1.066100501,1813.094932,5948.474186
8.66,1.067380387,1816.911071,5960.994328
8.67,1.06866039,1820.72721,5973.51447
8.68,1.06994051,1824.54335,5986.034612
8.69,1.071220748,1828.359489,5998.554754
8.7,1.072501102,1832.175628,6011.074896
8.71,1.073781574,1835.991767,6023.595037
8.72,1.075062163,1839.807907,6036.115179
8.73,1.076342868,1843.624046,6048.635321
8.74,1.077623692,1847.440185,6061.155463
8.75,1.078904632,1851.256325,6073.675605
8.76,1.08018569,1855.072464,6086.195747
8.77,1.081466864,1858.888603,6098.715889
8.78,1.082748157,1862.704742,6111.236031
8.79,1.084029566,1866.520882,6123.756173
8.8,1.085311093,1870.337021,6136.276315
8.81,1.086592737,1874.15316,6148.796457
8.82,1.087874499,1877.969299,6161.316599
8.83,1.089156378,1881.785439,6173.836741
8.84,1.090438375,1885.601578,6186.356883
8.85,1.091720489,1889.417717,6198.877025
8.86,1.09300272,1893.233856,6211.397167
8.87,1.094285069,1897.049996,6223.917309
8.88,1.095567536,1900.866135,6236.437451
8.89,1.09685012,1904.682274,6248.957593
8.9,1.098132821,1908.498414,6261.477735
8.91,1.099415641,1912.314553,6273.997877
8.92,1.100698578,1916.130692,6286.518019
8.93,1.101981632,1919.946831,6299.03816
8.94,1.103264805,1923.762971,6311.558302
8.95,1.104548095,1927.57911,6324.078444
8.96,1.105831502,1931.395249,6336.598586
8.97,1.107115028,1935.211388,6349.118728
8.98,1.108398671,1939.027528,6361.63887
8.99,1.109682432,1942.843667,6374.159012
9,1.110966311,1946.659806,6386.679154
9.01,1.112250308,1950.475945,6399.199296
9.02,1.113534423,1954.292085,6411.719438
9.03,1.114818655,1958.108224,6424.23958
9.04,1.116103006,1961.924363,6436.759722
9.05,1.117387474,1965.740503,6449.279864
9.06,1.11867206,1969.556642,6461.800006
9.07,1.119956765,1973.372781,6474.320148
9.08,1.121241587,1977.18892,6486.84029
9.09,1.122526528,1981.00506,6499.360432
9.1,1.123811586,1984.821199,6511.880574
9.11,1.125094445,1988.637338,6524.400716
9.12,1.126371065,1992.453477,6536.920858
9.13,1.127647803,1996.269617,6549.441
9.14,1.128924659,2000.085756,6561.961142
9.15,1.130201632,2003.901895,6574.481283
9.16,1.131478722,2007.718034,6587.001425
9.17,1.13275593,2011.534174,6599.521567
9.18,1.134033255,2015.350313,6612.041709
9.19,1.135310698,2019.166452,6624.561851
9.2,1.136588258,2022.982592,6637.081993
9.21,1.137865936,2026.798731,6649.602135
9.22,1.139143731,2030.61487,6662.122277
9.23,1.140421644,2034.431009,6674.642419
9.24,1.141699675,2038.247149,6687.162561
9.25,1.142977823,2042.063288,6699.682703
9.26,1.144256089,2045.879427,6712.202845
9.27,1.145534472,2049.695566,6724.722987
9.28,1.146812974,2053.511706,6737.243129
9.29,1.148091593,2057.327845,6749.763271
9.3,1.14937033,2061.143984,6762.283413
9.31,1.150649184,2064.960123,6774.803555
9.32,1.151928157,2068.776263,6787.323697
9.33,1.153207247,2072.592402,6799.843839
9.34,1.154486455,2076.408541,6812.363981
9.35,1.155765781,2080.224681,6824.884123
9.36,1.157045225,2084.04082,6837.404265
9.37,1.158324787,2087.856959,6849.924406
9.38,1.159604467,2091.673098,6862.444548
9.39,1.160884265,2095.489238,6874.96469
9.4,1.162164181,2099.305377,6887.484832
9.41,1.163444215,2103.121516,6900.004974
9.42,1.164724367,2106.937655,6912.525116
9.43,1.166004637,2110.753795,6925.045258
9.44,1.167285025,2114.569934,6937.5654
9.45,1.168565531,2118.386073,6950.085542
9.46,1.169846156,2122.202213,6962.605684
9.47,1.171126898,2126.018352,6975.125826
9.48,1.172407759,2129.834491,6987.645968
9.49,1.173688738,2133.65063,7000.16611
9.5,1.174969835,2137.46677,7012.686252
9.51,1.176251051,2141.282909,7025.206394
9.52,1.177532385,2145.099048,7037.726536
9.53,1.178813837,2148.915187,7050.246678
9.54,1.180095408,2152.731327,7062.76682
9.55,1.181377097,2156.547466,7075.286962
9.56,1.182658904,2160.363605,7087.807104
9.57,1.18394083,2164.179744,7100.327246
9.58,1.185222874,2167.995884,7112.847388
9.59,1.186505037,2171.812023,7125.367529
9.6,1.187787318,2175.628162,7137.887671
9.61,1.189069717,2179.444302,7150.407813
9.62,1.190352236,2183.260441,7162.927955
9.63,1.191634872,2187.07658,7175.448097
9.64,1.192917628,2190.892719,7187.968239
9.65,1.194200502,2194.708859,7200.488381
9.66,1.195483494,2198.524998,7213.008523
9.67,1.196766606,2202.341137,7225.528665
9.68,1.198049836,2206.157276,7238.048807
9.69,1.199333184,2209.973416,7250.568949
9.7,1.200616652,2213.789555,7263.089091
9.71,1.201900238,2217.605694,7275.609233
9.72,1.203183943,2221.421833,7288.129375
9.73,1.204467767,2225.237973,7300.649517
9.74,1.205751709,2229.054112,7313.169659
9.75,1.207035771,2232.870251,7325.689801
9.76,1.208319951,2236.686391,7338.209943
9.77,1.209604251,2240.50253,7350.730085
9.78,1.210888669,2244.318669,7363.250227
9.79,1.212173206,2248.134808,7375.770369
9.8,1.213457862,2251.950948,7388.290511
9.81,1.214742637,2255.767087,7400.810652
9.82,1.216027531,2259.583226,7413.330794
9.83,1.217312545,2263.399365,7425.850936
9.84,1.218597677,2267.215505,7438.371078
9.85,1.219882928,2271.031644,7450.89122
9.86,1.221168299,2274.847783,7463.411362
9.87,1.222453789,2278.663922,7475.931504
9.88,1.223739398,2282.480062,7488.451646
9.89,1.225025126,2286.296201,7500.971788
9.9,1.226310973,2290.11234,7513.49193
9.91,1.22759694,2293.92848,7526.012072
9.92,1.228883025,2297.744619,7538.532214
9.93,1.230169231,2301.560758,7551.052356
9.94,1.231455555,2305.376897,7563.572498
9.95,1.232741999,2309.193037,7576.09264
9.96,1.234028562,2313.009176,7588.612782
9.97,1.235315245,2316.825315,7601.132924
9.98,1.236602047,2320.641454,7613.653066
9.99,1.237888968,2324.457594,7626.173208
10,1.239176009,2328.273733,7638.69335
10.01,1.24046317,2332.089872,7651.213492
10.02,1.241750449,2335.906011,7663.733634
10.03,1.243037849,2339.722151,7676.253775
10.04,1.244325368,2343.53829,7688.773917
10.05,1.245613007,2347.354429,7701.294059
10.06,1.246900765,2351.170569,7713.814201
10.07,1.248188643,2354.986708,7726.334343
10.08,1.249476641,2358.802847,7738.854485
10.09,1.250764758,2362.618986,7751.374627
10.1,1.252052995,2366.435126,7763.894769
10.11,1.253341352,2370.251265,7776.414911
10.12,1.254629828,2374.067404,7788.935053
10.13,1.255918424,2377.883543,7801.455195
10.14,1.257207141,2381.699683,7813.975337
10.15,1.258495977,2385.515822,7826.495479
10.16,1.259784932,2389.331961,7839.015621
10.17,1.261074008,2393.148101,7851.535763
10.18,1.262363204,2396.96424,7864.055905
10.19,1.263652519,2400.780379,7876.576047
10.2,1.264941955,2404.596518,7889.096189
10.21,1.26623151,2408.412658,7901.616331
10.22,1.267521186,2412.228797,7914.136473
10.23,1.268810982,2416.044936,7926.656615
10.24,1.270100897,2419.861075,7939.176756
10.25,1.271390933,2423.677215,7951.696898
10.26,1.272681089,2427.493354,7964.21704
10.27,1.273971365,2431.309493,7976.737182
10.28,1.275261761,2435.125632,7989.257324
10.29,1.276552277,2438.941772,8001.777466
10.3,1.277842914,2442.757911,8014.297608
10.31,1.279133671,2446.57405,8026.81775
10.32,1.280424548,2450.39019,8039.337892
10.33,1.281715545,2454.206329,8051.858034
10.34,1.283006663,2458.022468,8064.378176
10.35,1.284297901,2461.838607,8076.898318
10.36,1.285589259,2465.654747,8089.41846
10.37,1.286880738,2469.470886,8101.938602
10.38,1.288062704,2473.287025,8114.458744
10.39,1.289225174,2477.103164,8126.978886
10.4,1.290387753,2480.919304,8139.499028
10.41,1.29155044,2484.735443,8152.01917
10.42,1.292713236,2488.551582,8164.539312
10.43,1.293876141,2492.367721,8177.059454
10.44,1.295039155,2496.183861,8189.579596
10.45,1.296202277,2500,8202.099738
10.46,1.297365508,2503.816139,8214.619879
10.47,1.298528848,2507.632279,8227.140021
10.48,1.299692297,2511.448418,8239.660163
10.49,1.300855854,2515.264557,8252.180305
10.5,1.302019521,2519.080696,8264.700447
10.51,1.303183297,2522.896836,8277.220589
10.52,1.304347181,2526.712975,8289.740731
10.53,1.305511175,2530.529114,8302.260873
10.54,1.306675277,2534.345253,8314.781015
10.55,1.307839488,2538.161393,8327.301157
10.56,1.309003809,2541.977532,8339.821299
10.57,1.310168238,2545.793671,8352.341441
10.58,1.311332777,2549.60981,8364.861583
10.59,1.312497425,2553.42595,8377.381725
10.6,1.313662182,2557.242089,8389.901867
10.61,1.314827048,2561.058228,8402.422009
10.62,1.315996423,2565.153687,8415.858553
10.63,1.317183292,2570.350905,8432.909794
10.64,1.318370314,2575.548123,8449.961035
10.65,1.319557488,2580.745342,8467.012276
10.66,1.320744815,2585.94256,8484.063517
10.67,1.321932296,2591.139778,8501.114758
10.68,1.323119929,2596.336996,8518.165998
10.69,1.324307715,2601.534215,8535.217239
10.7,1.325495655,2606.731433,8552.26848
10.71,1.326683747,2611.928651,8569.319721
10.72,1.327871993,2617.125869,8586.370962
10.73,1.329060392,2622.323088,8603.422203
10.74,1.330248944,2627.520306,8620.473444
10.75,1.331437649,2632.717524,8637.524685
10.76,1.332626508,2637.914742,8654.575926
10.77,1.33381552,2643.111961,8671.627167
10.78,1.335004686,2648.309179,8688.678408
10.79,1.336194005,2653.506397,8705.729649
10.8,1.337383477,2658.703615,8722.78089
10.81,1.338573103,2663.900833,8739.832131
10.82,1.339762883,2669.098052,8756.883372
10.83,1.340952816,2674.29527,8773.934613
10.84,1.342142904,2679.492488,8790.985854
10.85,1.343333144,2684.689706,8808.037095
10.86,1.344523539,2689.886925,8825.088336
10.87,1.345714087,2695.084143,8842.139576
10.88,1.34690479,2700.281361,8859.190817
10.89,1.348095646,2705.478579,8876.242058
10.9,1.349286656,2710.675798,8893.293299
